source,target,value
L_LDL_TG,PE,0.3
M_LDL_TG,PE,0.3
XL_HDL_TG,PE,0.3
L_HDL_TG,PE,0.3
S_HDL_FC,PE,0.3
S_HDL_FC_pct,PE,0.3
S_HDL_FC_pct,PA,0.3
Sphingomyelins,SM,0.3
DHA,SM,0.3
Citrate,SM,0.3
IDL_PL,SM,0.3
XL_HDL_P,SM,0.3
XL_HDL_L,SM,0.3
XL_HDL_C,SM,0.3
XL_HDL_CE,SM,0.3
XL_HDL_FC,SM,0.3
L_HDL_FC_pct,SM,0.3
M_HDL_FC_pct,SM,0.3
S_HDL_FC_pct,SM,0.3
M_VLDL_TG_pct,L-Acetylcarnitine,0.3
S_VLDL_TG_pct,L-Acetylcarnitine,0.3
TG_by_PG,Hexanoylcarnitine,0.3
MUFA_pct,Hexanoylcarnitine,0.3
S_HDL_TG,Hexanoylcarnitine,0.3
XXL_VLDL_PL_pct,Hexanoylcarnitine,0.3
XS_VLDL_PL_pct,Hexanoylcarnitine,0.3
XS_VLDL_TG_pct,Hexanoylcarnitine,0.3
IDL_TG_pct,Hexanoylcarnitine,0.3
L_LDL_TG_pct,Hexanoylcarnitine,0.3
M_LDL_TG_pct,Hexanoylcarnitine,0.3
S_LDL_TG_pct,Hexanoylcarnitine,0.3
XL_HDL_TG_pct,Hexanoylcarnitine,0.3
L_HDL_TG_pct,Hexanoylcarnitine,0.3
M_HDL_PL_pct,Hexanoylcarnitine,0.3
M_HDL_TG_pct,Hexanoylcarnitine,0.3
S_HDL_TG_pct,Hexanoylcarnitine,0.3
L_VLDL_TG_pct,Creatine,0.3
S_LDL_PL_pct,Creatine,0.3
LDL_size,L-Glutamic acid,0.3
Unsaturation,L-Glutamic acid,0.3
DHA_pct,L-Glutamic acid,0.3
Acetate,L-Glutamic acid,0.3
XXL_VLDL_C_pct,L-Glutamic acid,0.3
XXL_VLDL_CE_pct,L-Glutamic acid,0.3
XXL_VLDL_FC_pct,L-Glutamic acid,0.3
XL_VLDL_FC_pct,L-Glutamic acid,0.3
L_VLDL_CE_pct,L-Glutamic acid,0.3
XXL_VLDL_TG_pct,L-Threonine,0.3
Total_TG,L-Asparagine,0.3
VLDL_TG,L-Asparagine,0.3
LDL_TG,L-Asparagine,0.3
HDL_TG,L-Asparagine,0.3
VLDL_PL,L-Asparagine,0.3
VLDL_L,L-Asparagine,0.3
VLDL_size,L-Asparagine,0.3
TG_by_PG,L-Asparagine,0.3
MUFA,L-Asparagine,0.3
MUFA_pct,L-Asparagine,0.3
SFA_pct,L-Asparagine,0.3
Ala,L-Asparagine,0.3
His,L-Asparagine,0.3
Total_BCAA,L-Asparagine,0.3
Ile,L-Asparagine,0.3
Val,L-Asparagine,0.3
Phe,L-Asparagine,0.3
Lactate,L-Asparagine,0.3
Creatinine,L-Asparagine,0.3
GlycA,L-Asparagine,0.3
XXL_VLDL_P,L-Asparagine,0.3
XXL_VLDL_L,L-Asparagine,0.3
XXL_VLDL_PL,L-Asparagine,0.3
XXL_VLDL_C,L-Asparagine,0.3
XXL_VLDL_CE,L-Asparagine,0.3
XXL_VLDL_FC,L-Asparagine,0.3
XXL_VLDL_TG,L-Asparagine,0.3
XL_VLDL_P,L-Asparagine,0.3
XL_VLDL_L,L-Asparagine,0.3
XL_VLDL_PL,L-Asparagine,0.3
XL_VLDL_C,L-Asparagine,0.3
XL_VLDL_CE,L-Asparagine,0.3
XL_VLDL_FC,L-Asparagine,0.3
XL_VLDL_TG,L-Asparagine,0.3
L_VLDL_P,L-Asparagine,0.3
L_VLDL_L,L-Asparagine,0.3
L_VLDL_PL,L-Asparagine,0.3
L_VLDL_C,L-Asparagine,0.3
L_VLDL_CE,L-Asparagine,0.3
L_VLDL_FC,L-Asparagine,0.3
L_VLDL_TG,L-Asparagine,0.3
M_VLDL_TG,L-Asparagine,0.3
S_VLDL_P,L-Asparagine,0.3
S_VLDL_L,L-Asparagine,0.3
S_VLDL_TG,L-Asparagine,0.3
XS_VLDL_TG,L-Asparagine,0.3
IDL_TG,L-Asparagine,0.3
L_LDL_TG,L-Asparagine,0.3
M_LDL_TG,L-Asparagine,0.3
S_LDL_TG,L-Asparagine,0.3
M_HDL_TG,L-Asparagine,0.3
S_HDL_TG,L-Asparagine,0.3
XXL_VLDL_TG_pct,L-Asparagine,0.3
XL_VLDL_TG_pct,L-Asparagine,0.3
L_VLDL_PL_pct,L-Asparagine,0.3
M_VLDL_TG_pct,L-Asparagine,0.3
XS_VLDL_PL_pct,L-Asparagine,0.3
XS_VLDL_TG_pct,L-Asparagine,0.3
M_LDL_CE_pct,L-Asparagine,0.3
S_LDL_CE_pct,L-Asparagine,0.3
S_LDL_TG_pct,L-Asparagine,0.3
XL_HDL_TG_pct,L-Asparagine,0.3
L_HDL_PL_pct,L-Asparagine,0.3
L_HDL_TG_pct,L-Asparagine,0.3
M_HDL_PL_pct,L-Asparagine,0.3
M_HDL_TG_pct,L-Asparagine,0.3
S_HDL_TG_pct,L-Asparagine,0.3
XL_HDL_P,Pyroglutamic acid,0.3
S_HDL_FC_pct,Pyroglutamic acid,0.3
S_LDL_PL_pct,L-Alpha-aminobutyric acid,0.3
VLDL_TG,L-Glutamine,0.3
VLDL_size,L-Glutamine,0.3
TG_by_PG,L-Glutamine,0.3
MUFA_pct,L-Glutamine,0.3
Total_BCAA,L-Glutamine,0.3
Ile,L-Glutamine,0.3
Leu,L-Glutamine,0.3
Phe,L-Glutamine,0.3
Creatinine,L-Glutamine,0.3
XXL_VLDL_P,L-Glutamine,0.3
XXL_VLDL_L,L-Glutamine,0.3
XXL_VLDL_PL,L-Glutamine,0.3
XXL_VLDL_C,L-Glutamine,0.3
XXL_VLDL_CE,L-Glutamine,0.3
XXL_VLDL_FC,L-Glutamine,0.3
XXL_VLDL_TG,L-Glutamine,0.3
XL_VLDL_P,L-Glutamine,0.3
XL_VLDL_L,L-Glutamine,0.3
XL_VLDL_PL,L-Glutamine,0.3
XL_VLDL_TG,L-Glutamine,0.3
L_VLDL_TG,L-Glutamine,0.3
XL_VLDL_TG_pct,L-Glutamine,0.3
M_VLDL_TG_pct,L-Glutamine,0.3
XS_VLDL_PL_pct,L-Glutamine,0.3
XS_VLDL_TG_pct,L-Glutamine,0.3
XL_HDL_FC_pct,L-Glutamine,0.3
XL_HDL_TG_pct,L-Glutamine,0.3
L_HDL_PL_pct,L-Glutamine,0.3
L_HDL_TG_pct,L-Glutamine,0.3
M_HDL_PL_pct,L-Glutamine,0.3
M_HDL_TG_pct,L-Glutamine,0.3
S_HDL_TG_pct,L-Glutamine,0.3
XL_HDL_FC_pct,L-Methionine,0.3
LDL_FC,Trigonelline,0.3
LDL_size,Trigonelline,0.3
Unsaturation,Trigonelline,0.3
LA_pct,Trigonelline,0.3
PUFA_by_MUFA,Trigonelline,0.3
Gly,Trigonelline,0.3
Citrate,Trigonelline,0.3
bOHbutyrate,Trigonelline,0.3
Acetate,Trigonelline,0.3
M_VLDL_CE,Trigonelline,0.3
IDL_C,Trigonelline,0.3
IDL_CE,Trigonelline,0.3
IDL_FC,Trigonelline,0.3
L_LDL_FC,Trigonelline,0.3
S_LDL_FC,Trigonelline,0.3
XXL_VLDL_C_pct,Trigonelline,0.3
XXL_VLDL_CE_pct,Trigonelline,0.3
XL_VLDL_C_pct,Trigonelline,0.3
XL_VLDL_CE_pct,Trigonelline,0.3
XL_VLDL_FC_pct,Trigonelline,0.3
L_VLDL_C_pct,Trigonelline,0.3
L_VLDL_CE_pct,Trigonelline,0.3
M_VLDL_PL_pct,Trigonelline,0.3
M_VLDL_C_pct,Trigonelline,0.3
M_VLDL_CE_pct,Trigonelline,0.3
M_VLDL_FC_pct,Trigonelline,0.3
S_VLDL_PL_pct,Trigonelline,0.3
S_VLDL_C_pct,Trigonelline,0.3
S_VLDL_CE_pct,Trigonelline,0.3
S_VLDL_FC_pct,Trigonelline,0.3
XS_VLDL_C_pct,Trigonelline,0.3
XS_VLDL_CE_pct,Trigonelline,0.3
XS_VLDL_FC_pct,Trigonelline,0.3
IDL_C_pct,Trigonelline,0.3
IDL_CE_pct,Trigonelline,0.3
IDL_FC_pct,Trigonelline,0.3
L_LDL_C_pct,Trigonelline,0.3
L_LDL_FC_pct,Trigonelline,0.3
M_LDL_C_pct,Trigonelline,0.3
M_LDL_FC_pct,Trigonelline,0.3
S_LDL_C_pct,Trigonelline,0.3
S_LDL_FC_pct,Trigonelline,0.3
XL_HDL_CE_pct,Trigonelline,0.3
L_HDL_C_pct,Trigonelline,0.3
L_HDL_CE_pct,Trigonelline,0.3
L_HDL_FC_pct,Trigonelline,0.3
M_HDL_C_pct,Trigonelline,0.3
M_HDL_CE_pct,Trigonelline,0.3
S_HDL_C_pct,Trigonelline,0.3
S_HDL_CE_pct,Trigonelline,0.3
LDL_TG,N-Acetylglutamine,0.3
VLDL_P,N-Acetylglutamine,0.3
Omega_3,N-Acetylglutamine,0.3
XS_VLDL_P,N-Acetylglutamine,0.3
XS_VLDL_L,N-Acetylglutamine,0.3
XS_VLDL_PL,N-Acetylglutamine,0.3
XS_VLDL_C,N-Acetylglutamine,0.3
XS_VLDL_FC,N-Acetylglutamine,0.3
XS_VLDL_TG,N-Acetylglutamine,0.3
IDL_TG,N-Acetylglutamine,0.3
L_LDL_TG,N-Acetylglutamine,0.3
M_LDL_TG,N-Acetylglutamine,0.3
XL_HDL_TG,N-Acetylglutamine,0.3
L_HDL_TG,N-Acetylglutamine,0.3
VLDL_size,Gamma-Glutamyl Glutamine,0.3
TG_by_PG,Gamma-Glutamyl Glutamine,0.3
MUFA_pct,Gamma-Glutamyl Glutamine,0.3
Ile,Gamma-Glutamyl Glutamine,0.3
Phe,Gamma-Glutamyl Glutamine,0.3
Creatinine,Gamma-Glutamyl Glutamine,0.3
XXL_VLDL_P,Gamma-Glutamyl Glutamine,0.3
XXL_VLDL_L,Gamma-Glutamyl Glutamine,0.3
XXL_VLDL_PL,Gamma-Glutamyl Glutamine,0.3
XXL_VLDL_C,Gamma-Glutamyl Glutamine,0.3
XXL_VLDL_TG,Gamma-Glutamyl Glutamine,0.3
S_HDL_TG,Gamma-Glutamyl Glutamine,0.3
XL_VLDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
M_VLDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
S_VLDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
XS_VLDL_PL_pct,Gamma-Glutamyl Glutamine,0.3
XS_VLDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
IDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
L_LDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
M_LDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
S_LDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
XL_HDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
L_HDL_PL_pct,Gamma-Glutamyl Glutamine,0.3
L_HDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
M_HDL_PL_pct,Gamma-Glutamyl Glutamine,0.3
M_HDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
S_HDL_TG_pct,Gamma-Glutamyl Glutamine,0.3
L_HDL_L,N-Acetyl-L-methionine,0.3
L_HDL_PL,N-Acetyl-L-methionine,0.3
L_HDL_FC,N-Acetyl-L-methionine,0.3
XL_HDL_P,Leucyl-Arginine,0.3
XL_HDL_L,Leucyl-Arginine,0.3
S_HDL_FC_pct,Isoleucyl-Isoleucine,0.3
XXL_VLDL_FC_pct,Phenylalanyl-Glutamate,0.3
Ala,Glycocholic acid,0.3
XL_VLDL_TG_pct,Glycocholic acid,0.3
L_HDL_PL_pct,Glycocholic acid,0.3
LDL_TG,D-Glucose,0.3
HDL_TG,D-Glucose,0.3
Phosphoglyc,D-Glucose,0.3
Phosphatidylc,D-Glucose,0.3
Total_FA,D-Glucose,0.3
Omega_3,D-Glucose,0.3
MUFA,D-Glucose,0.3
SFA,D-Glucose,0.3
SFA_pct,D-Glucose,0.3
Ala,D-Glucose,0.3
Tyr,D-Glucose,0.3
Glucose,D-Glucose,0.3
Pyruvate,D-Glucose,0.3
Acetoacetate,D-Glucose,0.3
XS_VLDL_TG,D-Glucose,0.3
IDL_TG,D-Glucose,0.3
L_LDL_TG,D-Glucose,0.3
XL_HDL_TG,D-Glucose,0.3
L_HDL_TG,D-Glucose,0.3
M_HDL_L,D-Glucose,0.3
M_HDL_PL,D-Glucose,0.3
M_HDL_TG,D-Glucose,0.3
S_LDL_TG_pct,D-Glucose,0.3
S_HDL_PL_pct,D-Glucose,0.3
HDL_C,Phlorin,0.3
HDL_CE,Phlorin,0.3
HDL_FC,Phlorin,0.3
HDL_size,Phlorin,0.3
Gly,Phlorin,0.3
Acetone,Phlorin,0.3
XL_HDL_P,Phlorin,0.3
XL_HDL_L,Phlorin,0.3
XL_HDL_PL,Phlorin,0.3
XL_HDL_C,Phlorin,0.3
XL_HDL_CE,Phlorin,0.3
XL_HDL_FC,Phlorin,0.3
L_HDL_P,Phlorin,0.3
L_HDL_L,Phlorin,0.3
L_HDL_PL,Phlorin,0.3
L_HDL_C,Phlorin,0.3
L_HDL_CE,Phlorin,0.3
L_HDL_FC,Phlorin,0.3
L_HDL_FC_pct,Phlorin,0.3
M_HDL_FC_pct,Phlorin,0.3
S_HDL_FC_pct,Phlorin,0.3
HDL_PL,Isocitric acid,0.3
HDL_FC,Isocitric acid,0.3
HDL_L,Isocitric acid,0.3
HDL_size,Isocitric acid,0.3
ApoA1,Isocitric acid,0.3
XL_HDL_PL,Isocitric acid,0.3
L_HDL_P,Isocitric acid,0.3
L_HDL_L,Isocitric acid,0.3
L_HDL_PL,Isocitric acid,0.3
L_HDL_C,Isocitric acid,0.3
L_HDL_FC,Isocitric acid,0.3
M_HDL_P,Isocitric acid,0.3
M_HDL_PL,Isocitric acid,0.3
M_HDL_C,Isocitric acid,0.3
M_HDL_CE,Isocitric acid,0.3
M_HDL_FC,Isocitric acid,0.3
XL_HDL_PL_pct,Isocitric acid,0.3
HDL_CE,Arachidonic acid,0.3
HDL_FC,Arachidonic acid,0.3
Gly,Arachidonic acid,0.3
Citrate,Arachidonic acid,0.3
Acetate,Arachidonic acid,0.3
XL_HDL_P,Arachidonic acid,0.3
XL_HDL_L,Arachidonic acid,0.3
XL_HDL_PL,Arachidonic acid,0.3
XL_HDL_C,Arachidonic acid,0.3
XL_HDL_CE,Arachidonic acid,0.3
XL_HDL_FC,Arachidonic acid,0.3
L_HDL_P,Arachidonic acid,0.3
L_HDL_C,Arachidonic acid,0.3
L_HDL_FC,Arachidonic acid,0.3
L_HDL_FC_pct,Arachidonic acid,0.3
M_HDL_FC_pct,Arachidonic acid,0.3
S_HDL_FC_pct,Arachidonic acid,0.3
HDL_C,sn-2 LysoPC(20:3),0.3
HDL_CE,sn-2 LysoPC(20:3),0.3
HDL_FC,sn-2 LysoPC(20:3),0.3
HDL_L,sn-2 LysoPC(20:3),0.3
Total_P,sn-2 LysoPC(20:3),0.3
HDL_P,sn-2 LysoPC(20:3),0.3
ApoA1,sn-2 LysoPC(20:3),0.3
Acetone,sn-2 LysoPC(20:3),0.3
M_HDL_P,sn-2 LysoPC(20:3),0.3
M_HDL_C,sn-2 LysoPC(20:3),0.3
M_HDL_CE,sn-2 LysoPC(20:3),0.3
M_HDL_FC,sn-2 LysoPC(20:3),0.3
M_HDL_FC_pct,sn-2 LysoPC(20:3),0.3
HDL_C,sn-2 LysoPC(20:5),0.3
HDL_CE,sn-2 LysoPC(20:5),0.3
Gly,sn-2 LysoPC(20:5),0.3
Acetate,sn-2 LysoPC(20:5),0.3
M_HDL_C,sn-2 LysoPC(20:5),0.3
M_HDL_CE,sn-2 LysoPC(20:5),0.3
IDL_C_pct,sn-2 LysoPC(20:5),0.3
IDL_CE_pct,sn-2 LysoPC(20:5),0.3
L_LDL_C_pct,sn-2 LysoPC(20:5),0.3
L_HDL_C_pct,sn-2 LysoPC(20:5),0.3
L_HDL_CE_pct,sn-2 LysoPC(20:5),0.3
M_HDL_C_pct,sn-2 LysoPC(20:5),0.3
M_HDL_CE_pct,sn-2 LysoPC(20:5),0.3
M_HDL_FC_pct,sn-2 LysoPC(20:5),0.3
HDL_C,sn-2 LysoPC(22:6),0.3
HDL_CE,sn-2 LysoPC(22:6),0.3
HDL_FC,sn-2 LysoPC(22:6),0.3
LDL_size,sn-2 LysoPC(22:6),0.3
Unsaturation,sn-2 LysoPC(22:6),0.3
Omega_6_pct,sn-2 LysoPC(22:6),0.3
PUFA_pct,sn-2 LysoPC(22:6),0.3
LA_pct,sn-2 LysoPC(22:6),0.3
PUFA_by_MUFA,sn-2 LysoPC(22:6),0.3
Gln,sn-2 LysoPC(22:6),0.3
Gly,sn-2 LysoPC(22:6),0.3
Acetate,sn-2 LysoPC(22:6),0.3
XL_HDL_C,sn-2 LysoPC(22:6),0.3
XL_HDL_CE,sn-2 LysoPC(22:6),0.3
L_HDL_P,sn-2 LysoPC(22:6),0.3
L_HDL_L,sn-2 LysoPC(22:6),0.3
L_HDL_C,sn-2 LysoPC(22:6),0.3
L_HDL_CE,sn-2 LysoPC(22:6),0.3
L_HDL_FC,sn-2 LysoPC(22:6),0.3
M_HDL_C,sn-2 LysoPC(22:6),0.3
M_HDL_CE,sn-2 LysoPC(22:6),0.3
XL_VLDL_C_pct,sn-2 LysoPC(22:6),0.3
XL_VLDL_CE_pct,sn-2 LysoPC(22:6),0.3
M_VLDL_C_pct,sn-2 LysoPC(22:6),0.3
M_VLDL_CE_pct,sn-2 LysoPC(22:6),0.3
S_VLDL_PL_pct,sn-2 LysoPC(22:6),0.3
S_VLDL_FC_pct,sn-2 LysoPC(22:6),0.3
XS_VLDL_C_pct,sn-2 LysoPC(22:6),0.3
XS_VLDL_CE_pct,sn-2 LysoPC(22:6),0.3
IDL_C_pct,sn-2 LysoPC(22:6),0.3
IDL_CE_pct,sn-2 LysoPC(22:6),0.3
L_LDL_C_pct,sn-2 LysoPC(22:6),0.3
L_LDL_FC_pct,sn-2 LysoPC(22:6),0.3
M_LDL_FC_pct,sn-2 LysoPC(22:6),0.3
S_LDL_FC_pct,sn-2 LysoPC(22:6),0.3
L_HDL_C_pct,sn-2 LysoPC(22:6),0.3
L_HDL_CE_pct,sn-2 LysoPC(22:6),0.3
M_HDL_C_pct,sn-2 LysoPC(22:6),0.3
M_HDL_CE_pct,sn-2 LysoPC(22:6),0.3
M_HDL_FC_pct,sn-2 LysoPC(22:6),0.3
S_HDL_C_pct,sn-2 LysoPC(22:6),0.3
LA_pct,sn-2 LysoPE(18:1),0.3
Omega_6_by_Omega_3,sn-2 LysoPE(18:1),0.3
IDL_C_pct,sn-2 LysoPE(18:1),0.3
IDL_CE_pct,sn-2 LysoPE(18:1),0.3
L_LDL_C_pct,sn-2 LysoPE(18:1),0.3
S_LDL_FC_pct,sn-2 LysoPE(18:1),0.3
XL_HDL_CE_pct,sn-2 LysoPE(18:1),0.3
S_HDL_C_pct,sn-2 LysoPE(18:1),0.3
S_HDL_CE_pct,sn-2 LysoPE(18:1),0.3
HDL_C,sn-2 LysoPE(22:6),0.3
HDL_CE,sn-2 LysoPE(22:6),0.3
Acetate,sn-2 LysoPE(22:6),0.3
M_HDL_C,sn-2 LysoPE(22:6),0.3
M_HDL_CE,sn-2 LysoPE(22:6),0.3
M_HDL_C_pct,sn-2 LysoPE(22:6),0.3
L_LDL_TG_pct,L-Malic acid,0.3
M_LDL_TG_pct,L-Malic acid,0.3
MUFA_pct,Dihydrouracil,0.3
SFA_pct,Dihydrouracil,0.3
Phe,Dihydrouracil,0.3
XXL_VLDL_TG,Dihydrouracil,0.3
XXL_VLDL_TG_pct,Dihydrouracil,0.3
XL_VLDL_TG_pct,Dihydrouracil,0.3
L_VLDL_TG_pct,Dihydrouracil,0.3
M_VLDL_TG_pct,Dihydrouracil,0.3
S_VLDL_TG_pct,Dihydrouracil,0.3
XS_VLDL_PL_pct,Dihydrouracil,0.3
XS_VLDL_TG_pct,Dihydrouracil,0.3
IDL_TG_pct,Dihydrouracil,0.3
L_LDL_TG_pct,Dihydrouracil,0.3
M_LDL_TG_pct,Dihydrouracil,0.3
S_LDL_TG_pct,Dihydrouracil,0.3
L_HDL_PL_pct,Dihydrouracil,0.3
M_HDL_PL_pct,Dihydrouracil,0.3
non_HDL_C,Total_C,0.3
Clinical_LDL_C,Total_C,0.3
LDL_C,Total_C,0.3
Total_PL,Total_C,0.3
Total_CE,Total_C,0.3
Total_FC,Total_C,0.3
Total_L,Total_C,0.3
Total_P,Total_C,0.3
Cholines,Total_C,0.3
Sphingomyelins,Total_C,0.3
IDL_L,Total_C,0.3
IDL_C,Total_C,0.3
L_LDL_L,Total_C,0.3
L_LDL_C,Total_C,0.3
S_VLDL_FC_pct,Total_C,0.3
IDL_TG_pct,Total_C,0.3
M_HDL_FC_pct,Total_C,0.3
Total_C,non_HDL_C,0.3
Remnant_C,non_HDL_C,0.3
Clinical_LDL_C,non_HDL_C,0.3
LDL_C,non_HDL_C,0.3
LDL_CE,non_HDL_C,0.3
Total_FC,non_HDL_C,0.3
Total_L,non_HDL_C,0.3
LDL_L,non_HDL_C,0.3
ApoB,non_HDL_C,0.3
ApoB_by_ApoA1,non_HDL_C,0.3
M_VLDL_L,non_HDL_C,0.3
IDL_L,non_HDL_C,0.3
L_LDL_L,non_HDL_C,0.3
L_LDL_PL,non_HDL_C,0.3
M_VLDL_PL_pct,non_HDL_C,0.3
S_LDL_PL_pct,non_HDL_C,0.3
non_HDL_C,Remnant_C,0.3
VLDL_C,Remnant_C,0.3
VLDL_CE,Remnant_C,0.3
Total_FC,Remnant_C,0.3
VLDL_FC,Remnant_C,0.3
Total_L,Remnant_C,0.3
VLDL_L,Remnant_C,0.3
ApoB,Remnant_C,0.3
XS_VLDL_C,Remnant_C,0.3
XS_VLDL_CE,Remnant_C,0.3
IDL_P,Remnant_C,0.3
IDL_L,Remnant_C,0.3
IDL_C,Remnant_C,0.3
IDL_CE,Remnant_C,0.3
M_VLDL_PL_pct,Remnant_C,0.3
XS_VLDL_TG_pct,Remnant_C,0.3
IDL_PL_pct,Remnant_C,0.3
L_LDL_PL_pct,Remnant_C,0.3
M_HDL_TG_pct,Remnant_C,0.3
S_HDL_PL_pct,Remnant_C,0.3
Remnant_C,VLDL_C,0.3
VLDL_PL,VLDL_C,0.3
VLDL_CE,VLDL_C,0.3
VLDL_FC,VLDL_C,0.3
VLDL_L,VLDL_C,0.3
ApoB,VLDL_C,0.3
ApoB_by_ApoA1,VLDL_C,0.3
L_VLDL_CE,VLDL_C,0.3
M_VLDL_PL,VLDL_C,0.3
M_VLDL_C,VLDL_C,0.3
S_VLDL_C,VLDL_C,0.3
XS_VLDL_L,VLDL_C,0.3
L_VLDL_TG_pct,VLDL_C,0.3
M_VLDL_FC_pct,VLDL_C,0.3
S_LDL_CE_pct,VLDL_C,0.3
Total_C,Clinical_LDL_C,0.3
non_HDL_C,Clinical_LDL_C,0.3
LDL_C,Clinical_LDL_C,0.3
LDL_PL,Clinical_LDL_C,0.3
Total_CE,Clinical_LDL_C,0.3
LDL_FC,Clinical_LDL_C,0.3
LDL_L,Clinical_LDL_C,0.3
ApoB_by_ApoA1,Clinical_LDL_C,0.3
L_LDL_L,Clinical_LDL_C,0.3
L_LDL_PL,Clinical_LDL_C,0.3
L_LDL_C,Clinical_LDL_C,0.3
S_VLDL_PL_pct,Clinical_LDL_C,0.3
S_VLDL_C_pct,Clinical_LDL_C,0.3
S_VLDL_FC_pct,Clinical_LDL_C,0.3
IDL_PL_pct,Clinical_LDL_C,0.3
IDL_C_pct,Clinical_LDL_C,0.3
S_LDL_C_pct,Clinical_LDL_C,0.3
S_LDL_FC_pct,Clinical_LDL_C,0.3
S_LDL_TG_pct,Clinical_LDL_C,0.3
Total_C,LDL_C,0.3
non_HDL_C,LDL_C,0.3
Clinical_LDL_C,LDL_C,0.3
LDL_PL,LDL_C,0.3
Total_CE,LDL_C,0.3
LDL_CE,LDL_C,0.3
LDL_FC,LDL_C,0.3
LDL_L,LDL_C,0.3
L_LDL_L,LDL_C,0.3
L_LDL_C,LDL_C,0.3
L_LDL_CE,LDL_C,0.3
M_LDL_L,LDL_C,0.3
M_LDL_C,LDL_C,0.3
M_LDL_FC,LDL_C,0.3
S_LDL_FC,LDL_C,0.3
L_LDL_CE_pct,LDL_C,0.3
S_LDL_C_pct,LDL_C,0.3
S_HDL_PL_pct,LDL_C,0.3
Total_CE,HDL_C,0.3
HDL_CE,HDL_C,0.3
HDL_FC,HDL_C,0.3
HDL_L,HDL_C,0.3
Total_P,HDL_C,0.3
HDL_P,HDL_C,0.3
ApoA1,HDL_C,0.3
L_HDL_P,HDL_C,0.3
L_HDL_L,HDL_C,0.3
L_HDL_C,HDL_C,0.3
L_HDL_CE,HDL_C,0.3
M_HDL_C,HDL_C,0.3
M_HDL_CE,HDL_C,0.3
L_HDL_TG_pct,HDL_C,0.3
M_HDL_PL_pct,HDL_C,0.3
M_HDL_C_pct,HDL_C,0.3
M_HDL_TG_pct,HDL_C,0.3
S_HDL_TG_pct,HDL_C,0.3
VLDL_TG,Total_TG,0.3
HDL_TG,Total_TG,0.3
VLDL_PL,Total_TG,0.3
Total_L,Total_TG,0.3
VLDL_L,Total_TG,0.3
TG_by_PG,Total_TG,0.3
Total_FA,Total_TG,0.3
MUFA,Total_TG,0.3
SFA,Total_TG,0.3
XL_VLDL_L,Total_TG,0.3
XL_VLDL_TG,Total_TG,0.3
L_VLDL_L,Total_TG,0.3
M_VLDL_TG,Total_TG,0.3
S_VLDL_TG,Total_TG,0.3
M_VLDL_TG_pct,Total_TG,0.3
S_LDL_TG_pct,Total_TG,0.3
XL_HDL_TG_pct,Total_TG,0.3
S_HDL_C_pct,Total_TG,0.3
S_HDL_TG_pct,Total_TG,0.3
Total_TG,VLDL_TG,0.3
Total_L,VLDL_TG,0.3
VLDL_L,VLDL_TG,0.3
VLDL_size,VLDL_TG,0.3
TG_by_PG,VLDL_TG,0.3
XL_VLDL_L,VLDL_TG,0.3
XL_VLDL_TG,VLDL_TG,0.3
L_VLDL_L,VLDL_TG,0.3
L_VLDL_TG,VLDL_TG,0.3
XL_VLDL_CE_pct,VLDL_TG,0.3
M_VLDL_TG_pct,VLDL_TG,0.3
S_VLDL_CE_pct,VLDL_TG,0.3
LDL_L,LDL_TG,0.3
SFA,LDL_TG,0.3
IDL_TG,LDL_TG,0.3
L_LDL_TG,LDL_TG,0.3
M_LDL_PL,LDL_TG,0.3
M_LDL_TG,LDL_TG,0.3
S_LDL_PL,LDL_TG,0.3
S_LDL_TG,LDL_TG,0.3
S_HDL_TG,LDL_TG,0.3
L_LDL_TG_pct,LDL_TG,0.3
M_LDL_TG_pct,LDL_TG,0.3
S_HDL_FC_pct,LDL_TG,0.3
Total_TG,HDL_TG,0.3
XS_VLDL_TG,HDL_TG,0.3
XL_HDL_TG,HDL_TG,0.3
L_HDL_TG,HDL_TG,0.3
M_HDL_TG,HDL_TG,0.3
S_HDL_L,HDL_TG,0.3
S_HDL_FC,HDL_TG,0.3
S_HDL_TG,HDL_TG,0.3
S_VLDL_PL_pct,HDL_TG,0.3
S_LDL_PL_pct,HDL_TG,0.3
XL_HDL_TG_pct,HDL_TG,0.3
M_HDL_TG_pct,HDL_TG,0.3
S_HDL_CE_pct,HDL_TG,0.3
S_HDL_TG_pct,HDL_TG,0.3
Total_C,Total_PL,0.3
HDL_PL,Total_PL,0.3
Total_CE,Total_PL,0.3
Total_FC,Total_PL,0.3
HDL_FC,Total_PL,0.3
Total_L,Total_PL,0.3
HDL_L,Total_PL,0.3
Total_P,Total_PL,0.3
Phosphoglyc,Total_PL,0.3
Cholines,Total_PL,0.3
